1777,3310,2191,2101,2700,2021,1992,2555
1777,3310,2191,2101,2700,2021,1992,2555
1777,3311,2191,2101,2700,2021,1992,2555
1777,3311,2191,2102,2700,2022,1993,2555
1776,3311,2191,2102,2700,2023,1993,2555
1776,3310,2191,2101,2700,2026,1993,2555
1777,3310,2191,2102,2700,2027,1993,2555
1777,3311,2191,2101,2700,2029,1993,2555
1776,3310,2191,2101,2700,2029,1993,2555
1776,3311,2191,2101,2700,2031,1993,2555
1776,3310,2191,2101,2700,2036,1993,2555
1776,3311,2191,2102,2701,2043,1994,2554
1774,3311,2191,2102,2700,2052,1995,2552
1772,3311,2191,2102,2700,2062,1996,2551
1770,3311,2191,2102,2700,2076,1998,2551
1770,3310,2191,2101,2701,2087,2000,2551
1770,3311,2191,2101,2700,2091,2000,2551
1769,3311,2191,2102,2700,2094,2000,2551
1770,3312,2191,2102,2700,2098,2002,2549
1770,3312,2191,2102,2700,2100,2006,2528
1770,3312,2191,2101,2701,2099,2009,2475
1770,3313,2191,2102,2700,2100,2012,2389
1769,3313,2191,2101,2700,2101,2014,2281
1771,3313,2191,2102,2700,2100,2014,2169
1771,3313,2191,2101,2700,2101,2017,2134
1770,3313,2191,2101,2700,2102,2020,2156
1771,3311,2191,2101,2700,2106,2019,2163
1771,3312,2191,2100,2700,2112,2018,2174
1772,3311,2191,2100,2701,2118,2017,2209
1772,3311,2191,2100,2701,2121,2015,2263
1772,3311,2191,2100,2701,2121,2017,2326
1771,3312,2191,2100,2701,2120,2017,2394
1771,3313,2191,2100,2701,2119,2015,2461
1771,3313,2191,2100,2701,2117,2015,2513
1771,3313,2191,2100,2701,2116,2015,2565
1771,3313,2191,2099,2700,2113,2015,2596
1771,3313,2191,2099,2700,2111,2015,2591
1771,3313,2191,2099,2700,2111,2015,2591
1771,3313,2191,2099,2700,2110,2015,2590
1771,3313,2191,2099,2701,2107,2015,2591
1771,3313,2191,2098,2700,2103,2013,2591
1771,3313,2191,2096,2700,2096,2005,2591
1771,3313,2191,2092,2700,2086,1988,2591
1771,3313,2191,2090,2700,2074,1959,2591
1771,3314,2191,2092,2701,2063,1927,2591
1771,3314,2191,2093,2700,2052,1901,2591
1771,3314,2191,2095,2701,2042,1884,2591
1771,3313,2191,2100,2700,2041,1883,2591
1771,3313,2191,2101,2700,2047,1887,2591
1771,3314,2191,2101,2701,2061,1894,2591
1770,3313,2191,2101,2700,2077,1905,2591
1771,3313,2191,2101,2701,2093,1919,2591
1771,3313,2191,2101,2700,2102,1927,2591
1771,3313,2191,2101,2701,2104,1928,2591
1771,3312,2191,2100,2700,2106,1927,2591
1771,3313,2191,2100,2700,2106,1924,2591
1771,3314,2191,2102,2701,2107,1925,2591
1771,3315,2191,2103,2701,2118,1926,2591
1771,3315,2191,2104,2707,2182,1928,2593
1771,3314,2191,2104,2708,2293,1933,2591
1768,3312,2191,2104,2706,2406,1939,2590
1764,3311,2191,2103,2706,2498,1939,2589
1764,3310,2191,2103,2706,2529,1938,2588
1765,3311,2191,2101,2705,2508,1937,2585
1765,3313,2191,2096,2709,2423,1931,2579
1765,3312,2191,2096,2710,2276,1926,2576
1765,3311,2191,2104,2714,2132,1928,2579
1766,3311,2191,2104,2718,2058,1938,2589
1765,3311,2191,2104,2719,2071,1954,2594
1766,3310,2191,2104,2719,2145,1956,2593
1765,3310,2191,2104,2718,2276,1956,2591
1764,3309,2191,2104,2717,2407,1956,2591
1764,3307,2191,2103,2716,2499,1956,2590
1764,3307,2191,2103,2715,2505,1956,2588
1765,3309,2191,2102,2715,2443,1957,2583
1764,3307,2191,2103,2716,2319,1959,2574
1764,3307,2191,2104,2717,2166,1963,2574
1765,3307,2191,2104,2719,2043,1974,2576
1765,3307,2190,2103,2719,2003,1983,2589
1765,3307,2190,2104,2719,2048,1983,2595
1764,3307,2191,2104,2719,2175,1983,2594
1764,3307,2191,2104,2717,2339,1984,2590
1764,3307,2191,2103,2716,2487,1983,2590
1765,3307,2191,2102,2716,2558,1983,2590
1765,3308,2191,2102,2716,2546,1982,2590
1766,3308,2191,2102,2716,2484,1983,2590
1765,3309,2191,2102,2716,2372,1987,2590
1765,3309,2191,2103,2717,2242,1990,2590
1765,3309,2191,2103,2718,2128,1997,2590
1766,3308,2191,2103,2718,2041,2005,2590
1766,3308,2191,2103,2717,1999,2005,2590
1766,3308,2191,2103,2717,1990,2005,2590
1766,3309,2191,2102,2716,1989,2006,2590
1766,3309,2191,2100,2716,1986,2007,2590
1766,3309,2191,2101,2716,1978,2009,2590
1767,3309,2191,2100,2715,1964,2009,2590
1767,3309,2191,2100,2716,1942,2009,2590
1767,3308,2191,2099,2715,1910,2008,2590
1767,3308,2191,2100,2715,1877,2007,2590
1767,3308,2191,2100,2715,1856,2006,2590
1767,3308,2191,2099,2715,1847,2005,2590
1767,3308,2191,2100,2716,1846,2006,2590
1768,3308,2191,2101,2716,1852,2005,2591
1766,3307,2191,2102,2716,1877,2006,2591
1766,3307,2191,2101,2715,1922,2005,2591
1766,3307,2191,2101,2715,1969,2006,2590
1766,3307,2191,2101,2715,2007,2005,2590
1765,3307,2191,2101,2715,2033,2005,2590
1765,3308,2191,2100,2715,2035,2006,2590
1766,3308,2191,2100,2715,2029,2006,2590
1766,3308,2191,2100,2715,2024,2006,2591
1765,3308,2190,2100,2715,2021,2007,2590
1766,3308,2191,2100,2715,2017,2006,2590
1766,3308,2191,2100,2715,2013,2007,2590
