778,3092,2179,2092,2631,2149,1906,2579
778,3092,2179,2091,2631,2150,1915,2574
778,3092,2179,2091,2632,2149,1926,2571
778,3092,2179,2090,2632,2145,1932,2569
778,3092,2179,2089,2631,2142,1930,2560
778,3091,2179,2091,2632,2141,1932,2546
778,3091,2179,2091,2632,2133,1939,2536
778,3090,2179,2090,2632,2116,1950,2526
778,3090,2179,2090,2632,2110,1947,2516
778,3089,2179,2090,2631,2108,1945,2500
778,3088,2179,2092,2632,2107,1948,2465
778,3088,2179,2092,2632,2106,1950,2408
778,3088,2179,2092,2632,2104,1958,2340
778,3089,2179,2092,2632,2104,1968,2264
778,3088,2179,2092,2631,2104,1974,2185
778,3088,2179,2091,2631,2103,1972,2142
778,3088,2179,2090,2632,2099,1972,2158
778,3088,2179,2091,2631,2091,1972,2176
778,3088,2179,2092,2632,2090,1972,2193
778,3088,2179,2092,2632,2093,1976,2223
778,3088,2179,2092,2632,2095,1984,2266
778,3088,2179,2092,2632,2094,1995,2341
778,3088,2179,2092,2632,2094,2002,2428
778,3088,2179,2092,2632,2093,2002,2484
778,3088,2179,2091,2632,2092,2001,2483
778,3088,2179,2090,2631,2088,1997,2474
778,3088,2179,2088,2631,2069,1985,2442
778,3088,2179,2093,2631,2054,1985,2364
778,3087,2180,2094,2631,2050,1991,2280
778,3084,2179,2093,2632,2050,1996,2235
778,3082,2179,2092,2632,2050,1996,2237
778,3080,2179,2092,2631,2050,1998,2247
778,3079,2179,2092,2631,2048,1999,2262
778,3079,2179,2092,2631,2047,1999,2276
778,3080,2179,2092,2631,2041,2000,2289
778,3080,2179,2092,2627,2026,2000,2311
778,3079,2179,2092,2625,2015,2001,2350
778,3079,2179,2092,2622,2011,2005,2408
778,3079,2179,2093,2621,2012,2006,2468
778,3079,2179,2093,2622,2020,2005,2502
778,3079,2180,2092,2622,2025,2001,2492
778,3079,2179,2092,2621,2024,1991,2474
778,3080,2179,2092,2622,2022,1984,2457
778,3079,2179,2092,2621,2018,1978,2430
778,3079,2180,2093,2622,2019,1975,2362
778,3079,2179,2094,2622,2017,1982,2268
778,3079,2179,2093,2622,2010,1995,2186
778,3078,2179,2093,2622,1991,2006,2147
778,3075,2179,2092,2623,1952,2014,2166
778,3072,2179,2093,2623,1905,2018,2190
778,3071,2179,2093,2623,1871,2022,2230
778,3070,2179,2093,2623,1856,2026,2276
779,3070,2179,2093,2622,1857,2032,2329
778,3070,2179,2093,2622,1863,2034,2383
778,3069,2179,2093,2622,1872,2034,2433
778,3069,2179,2093,2622,1884,2034,2476
778,3069,2180,2093,2621,1901,2032,2504
778,3067,2179,2093,2621,1923,2031,2511
778,3067,2179,2093,2621,1948,2032,2509
778,3067,2179,2094,2622,1982,2032,2509
778,3067,2179,2093,2622,2017,2034,2518
778,3067,2179,2093,2622,2042,2034,2538
778,3067,2179,2093,2621,2057,2033,2581
778,3067,2179,2092,2621,2056,2030,2603
778,3068,2179,2092,2622,2056,2026,2597
778,3067,2179,2092,2622,2055,2021,2597
778,3067,2179,2092,2621,2052,2014,2598
778,3067,2179,2092,2621,2046,2008,2598
778,3068,2179,2092,2622,2036,2001,2598
778,3067,2179,2092,2622,2022,1992,2598
779,3068,2179,2092,2621,2007,1989,2598
778,3067,2179,2091,2621,1992,1984,2598
778,3067,2179,2092,2622,1974,1979,2598
778,3067,2179,2091,2621,1964,1977,2598
778,3067,2179,2091,2621,1963,1977,2598
778,3068,2179,2092,2622,1965,1978,2598
778,3067,2179,2093,2621,1977,1977,2598
778,3067,2179,2092,2622,2004,1979,2598
778,3067,2179,2092,2621,2027,1979,2598
778,3067,2179,2091,2622,2038,1977,2598
778,3067,2179,2090,2622,2034,1977,2598
778,3067,2179,2090,2621,2018,1978,2598
778,3068,2179,2090,2621,1997,1977,2598
778,3068,2179,2090,2622,1978,1978,2598
778,3067,2179,2091,2621,1967,1979,2598
778,3067,2179,2092,2622,1967,1982,2598
778,3067,2179,2093,2622,1970,1992,2598
778,3067,2179,2092,2621,1976,2008,2598
778,3067,2179,2093,2621,1992,2018,2598
778,3066,2179,2091,2621,2024,2019,2598
778,3065,2179,2089,2622,2058,2018,2598
778,3063,2179,2084,2621,2083,2009,2598
778,3061,2179,2078,2621,2089,1994,2598
778,3059,2179,2074,2621,2081,1973,2598
778,3058,2179,2075,2622,2062,1956,2598
778,3059,2179,2075,2622,2034,1953,2598
778,3059,2179,2079,2621,2002,1965,2598
778,3058,2179,2084,2621,1977,1992,2598
778,3059,2179,2087,2621,1965,2033,2598
778,3059,2179,2086,2621,1968,2062,2598
778,3058,2179,2085,2622,1988,2072,2598
778,3055,2179,2085,2621,2033,2067,2598
778,3055,2179,2084,2621,2090,2058,2598
778,3053,2179,2081,2621,2144,2043,2597
778,3053,2179,2077,2621,2186,2017,2598
778,3053,2180,2072,2621,2199,1983,2598
778,3053,2179,2071,2622,2187,1941,2597
778,3053,2179,2072,2621,2160,1909,2598
778,3053,2179,2072,2621,2122,1893,2598
778,3053,2179,2073,2621,2075,1894,2598
778,3052,2179,2075,2621,2027,1903,2598
778,3053,2179,2082,2622,1989,1931,2598
778,3053,2179,2086,2621,1968,1972,2598
778,3053,2179,2089,2621,1971,2014,2598
778,3052,2179,2089,2621,1997,2041,2598
778,3052,2179,2087,2621,2041,2046,2598
778,3053,2179,2085,2621,2092,2043,2598
778,3053,2179,2081,2621,2140,2030,2598
778,3053,2179,2077,2621,2166,2009,2597
778,3053,2179,2073,2621,2162,1980,2598
778,3053,2179,2075,2621,2143,1951,2598
778,3053,2179,2077,2622,2121,1932,2598
