1866,3193,2266,1859,1086,2185,1199,2453
1866,3194,2266,1859,1087,2185,1199,2453
1866,3193,2266,1859,1086,2184,1201,2454
1866,3194,2266,1858,1086,2184,1203,2453
1866,3194,2266,1857,1087,2184,1203,2453
1865,3193,2266,1857,1086,2184,1203,2453
1866,3194,2266,1857,1086,2184,1200,2453
1866,3194,2266,1857,1086,2184,1199,2453
1866,3194,2266,1857,1086,2184,1201,2453
1865,3195,2266,1856,1086,2184,1203,2453
1866,3195,2266,1854,1085,2184,1204,2453
1866,3196,2266,1851,1085,2184,1209,2454
1866,3196,2266,1852,1086,2184,1219,2454
1866,3202,2266,1854,1086,2186,1226,2454
1866,3209,2266,1853,1087,2188,1234,2453
1865,3217,2266,1855,1086,2188,1240,2452
1865,3228,2266,1857,1086,2181,1239,2424
1866,3236,2266,1866,1091,2165,1242,2348
1866,3247,2266,1880,1106,2154,1244,2220
1866,3266,2266,1894,1128,2147,1242,2114
1865,3287,2266,1900,1150,2139,1240,2149
1866,3300,2266,1904,1153,2137,1240,2141
1866,3305,2266,1911,1150,2141,1246,2151
1866,3307,2266,1915,1145,2147,1257,2176
1866,3306,2266,1920,1145,2148,1266,2245
1865,3305,2266,1924,1145,2148,1269,2366
1865,3305,2266,1925,1144,2148,1265,2520
1866,3305,2266,1928,1145,2148,1261,2627
1865,3302,2266,1936,1143,2149,1261,2574
1866,3301,2266,1947,1143,2149,1266,2499
1865,3301,2266,1959,1143,2149,1278,2393
1865,3301,2266,1970,1143,2149,1293,2265
1866,3302,2266,1985,1143,2150,1306,2137
1866,3304,2266,1990,1143,2150,1309,2147
1866,3306,2266,1990,1143,2153,1309,2197
1866,3304,2266,1996,1145,2153,1317,2254
1866,3304,2266,2001,1145,2152,1329,2342
1866,3307,2266,1999,1143,2153,1334,2467
1865,3309,2266,1995,1143,2154,1336,2594
1866,3309,2266,1998,1143,2155,1332,2603
1866,3308,2266,2007,1143,2160,1329,2551
1865,3309,2266,2017,1143,2161,1329,2481
1866,3307,2266,2024,1143,2159,1333,2408
1866,3306,2266,2025,1143,2153,1344,2347
1865,3305,2266,2025,1143,2138,1357,2309
1866,3305,2266,2022,1144,2107,1364,2296
1866,3302,2266,2016,1145,2037,1369,2293
1865,3297,2266,2012,1145,1928,1370,2292
1866,3298,2266,2008,1148,1801,1375,2291
1866,3298,2266,2005,1161,1681,1385,2291
1866,3296,2266,2000,1179,1569,1399,2291
1866,3295,2266,1991,1190,1456,1414,2289
1865,3293,2266,1980,1193,1357,1426,2288
1866,3292,2266,1968,1193,1278,1437,2285
1866,3295,2266,1968,1192,1286,1441,2283
1866,3300,2266,1980,1192,1379,1439,2284
1866,3306,2266,2002,1194,1539,1438,2288
1866,3308,2266,2021,1195,1748,1445,2289
1866,3309,2266,2029,1201,1963,1450,2289
1865,3309,2266,2032,1205,2183,1447,2289
1866,3308,2266,2030,1204,2391,1448,2289
1866,3308,2266,2031,1203,2571,1447,2287
1865,3307,2266,2031,1202,2713,1448,2283
1865,3306,2266,2030,1201,2800,1448,2282
1866,3305,2266,2029,1201,2827,1448,2278
1866,3304,2266,2025,1201,2812,1451,2272
1866,3301,2266,2017,1202,2748,1451,2269
1866,3297,2266,2013,1202,2629,1452,2270
1866,3294,2266,2014,1203,2472,1451,2269
1866,3293,2266,2017,1203,2295,1454,2269
1866,3292,2266,2021,1203,2118,1455,2271
1865,3290,2266,2021,1203,1962,1456,2274
1866,3287,2266,2015,1201,1856,1453,2273
1866,3284,2266,1997,1202,1781,1450,2273
1866,3280,2266,1966,1203,1718,1445,2275
1866,3274,2266,1937,1202,1680,1436,2279
1866,3273,2266,1920,1201,1684,1426,2290
1866,3271,2266,1919,1201,1693,1421,2303
1866,3270,2266,1923,1201,1697,1422,2313
1866,3273,2266,1930,1201,1707,1428,2326
1866,3279,2266,1938,1199,1734,1439,2342
1868,3292,2266,1950,1196,1790,1459,2362
1868,3318,2266,1967,1191,1877,1488,2385
1868,3359,2266,1988,1187,1971,1530,2396
1868,3414,2266,2013,1187,2072,1583,2398
1868,3474,2266,2041,1187,2172,1640,2398
1866,3532,2266,2076,1187,2263,1685,2397
1867,3580,2266,2100,1187,2328,1719,2396
1866,3613,2266,2097,1187,2365,1730,2388
1866,3620,2266,2095,1187,2365,1726,2373
1866,3609,2266,2099,1187,2351,1715,2353
1866,3578,2266,2104,1189,2327,1694,2333
1866,3522,2266,2104,1194,2294,1662,2313
1866,3450,2266,2104,1209,2244,1617,2294
1866,3358,2266,2104,1237,2172,1570,2284
1866,3256,2266,2104,1282,2093,1525,2282
1866,3144,2266,2104,1347,2008,1476,2284
1866,3027,2266,2104,1431,1930,1419,2292
1866,2911,2266,2104,1515,1856,1356,2312
1866,2817,2266,2102,1594,1781,1298,2343
1866,2776,2266,2092,1669,1713,1253,2373
1866,2764,2266,2086,1712,1660,1233,2404
1866,2769,2266,2083,1700,1646,1239,2435
1866,2783,2266,2081,1670,1660,1261,2462
1866,2803,2266,2081,1616,1696,1301,2485
1866,2829,2266,2080,1536,1754,1350,2499
1866,2856,2266,2081,1431,1835,1396,2504
1866,2879,2266,2086,1327,1920,1423,2504
1866,2899,2266,2095,1228,1998,1427,2505
1866,2917,2266,2104,1117,2083,1424,2510
1866,2930,2266,2104,1021,2175,1412,2512
1866,2936,2265,2104,966,2282,1399,2515
1865,2941,2264,2102,983,2406,1399,2519
1866,2940,2264,2103,990,2525,1416,2519
1866,2938,2264,2103,994,2612,1450,2513
1866,2935,2265,2102,1001,2628,1491,2499
1866,2934,2266,2101,1025,2584,1528,2463
1866,2936,2266,2101,1068,2492,1550,2410
1866,2940,2266,2102,1121,2369,1557,2371
1867,2946,2266,2102,1184,2231,1565,2346
1866,2956,2266,2103,1264,2095,1574,2341
1866,2970,2267,2104,1371,1970,1581,2342
1866,2986,2266,2105,1496,1863,1581,2342
1866,2999,2266,2105,1607,1781,1576,2346
1866,3010,2266,2104,1677,1733,1564,2357
1866,3017,2266,2104,1688,1715,1547,2371
1866,3020,2266,2103,1677,1719,1539,2386
1866,3021,2266,2103,1653,1736,1539,2404
1866,3022,2266,2103,1615,1770,1541,2430
1866,3025,2266,2103,1567,1821,1547,2456
1866,3030,2265,2103,1505,1886,1546,2480
1866,3035,2265,2103,1428,1965,1543,2500
1866,3037,2265,2103,1344,2048,1543,2506
1866,3040,2265,2104,1273,2121,1543,2507
1866,3041,2265,2104,1224,2177,1542,2507
1866,3041,2265,2104,1219,2194,1541,2507
1866,3041,2265,2104,1223,2187,1538,2507
1866,3041,2265,2104,1223,2169,1533,2507
1866,3042,2265,2104,1223,2147,1522,2507
1866,3045,2265,2104,1223,2130,1509,2507
1866,3051,2265,2104,1223,2119,1495,2507
1866,3060,2265,2104,1223,2115,1485,2507
1866,3069,2265,2104,1223,2115,1479,2507
1866,3079,2265,2103,1223,2115,1479,2507
1866,3090,2265,2103,1223,2115,1479,2507
1866,3100,2265,2103,1223,2115,1479,2508
1866,3106,2265,2103,1223,2115,1480,2508
1866,3112,2265,2101,1223,2115,1481,2508
1866,3116,2265,2100,1223,2113,1482,2507
1866,3118,2265,2099,1223,2108,1482,2508
1866,3118,2265,2098,1223,2100,1481,2507
1866,3118,2265,2095,1223,2091,1481,2508
1866,3118,2265,2090,1223,2085,1480,2508
1866,3118,2265,2086,1223,2083,1478,2508
1866,3119,2265,2082,1223,2083,1479,2508
1866,3119,2265,2078,1223,2083,1481,2508
1866,3120,2265,2075,1224,2083,1481,2508
1866,3122,2265,2075,1223,2083,1481,2508
1866,3124,2265,2075,1223,2083,1481,2508
1866,3126,2265,2076,1223,2083,1481,2508
1866,3125,2265,2076,1224,2083,1482,2507
1866,3126,2265,2077,1223,2083,1482,2508
1866,3125,2265,2077,1223,2083,1480,2508
1866,3125,2265,2077,1223,2083,1478,2508
1866,3126,2265,2077,1223,2083,1478,2507
1866,3125,2265,2077,1223,2083,1478,2508
1866,3126,2265,2077,1223,2083,1478,2507
1866,3126,2265,2078,1223,2083,1477,2507
1866,3126,2265,2079,1223,2083,1477,2507
1866,3126,2265,2080,1223,2083,1477,2507
1866,3126,2265,2082,1223,2082,1477,2507
1866,3126,2265,2085,1223,2083,1477,2507
1866,3126,2265,2087,1223,2083,1477,2507
